,id,name,transit,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,street,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable
29129,35864796,Trendy&Fun Family Home|15min to Midtown Manhattan,We are located two train stations from Manhattan. There is also a ferry you can take to midtown or downtown. I highly recommend trying the ferry at least once. You will be able to get a beautiful view and pictures of the Manhattan sky line!!,91926697,42608.0,within an hour,1.0,0.0,0.0,0.0,"Queens, NY, United States",Queens,40.75943,-73.9290099999999,House,Entire home/apt,10,2.0,4,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",350,1,0,2,3 weeks ago,1,20,38,58,330,2,2,80.0,8.0,8.0,7.0,7.0,9.0,8.0,1,moderate,1,1,0,0,2.0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29130,35864932,Best Location in NYC | 2 Bedroom Gem!,"E/M and 4/5/6 lines are a short walk. Free parking along the streets. Many privately parking garages within a block - A great short term option, but not the best choice for long-stay as it can get pricey. Nearest Garages - 1) Champion Parking  - 333 E 49th St 2)  Icon Parking - 300 E 48th St To reserve a spot in a garage -   ""BestParking"" or ""SpotHero"" phone apps are great options.",268066785,43628.0,within an hour,1.0,0.0,0.0,0.0,"New York, NY, United States",Manhattan,40.75549,-73.96938,Apartment,Entire home/apt,5,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",350,3,5,3,today,1,0,0,5,280,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
29159,35876236,Three Bedroom Apartment Steps from Union Square,"Very central location, it has almost every subway you could need.",269233466,43633.0,within an hour,1.0,0.0,0.0,1.0,"New York, NY, United States",Manhattan,40.72936,-73.98298,Apartment,Entire home/apt,7,1.0,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Self check-in"",Lockbox,""Coffee maker"",Refrigerator,Stove}",400,4,25,3,today,1,10,38,65,336,2,2,100.0,9.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1,1,0,0,2.0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
29165,35877755,Best Memories  in ❤️ NYC,Several subway / metro stations are within 5-10 minute walk.,269757415,43635.0,within an hour,1.0,0.0,0.0,0.0,"New York, NY, United States",Midtown,40.7651599999999,-73.98817,Apartment,Entire home/apt,5,1.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}",350,2,29,1,today,1,9,27,32,164,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1,1,0,0,4.0,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
29177,35880719,Modern Boho Lux 2 Bed 2 Bath Haven + Quiet Garden,All of Downtown is walkable from here. Taxis are a breeze to catch at all hours near the main road.   3 major subway stations are each within a 5 minute walk.   All of Downtown's major attractions are 5 to 20 minutes by foot in any cardinal direction.    There are numerous 24-hour parking garages nearby too for overnighting a car.,269885851,43635.0,within an hour,1.0,0.0,0.0,1.0,"New York, NY, United States",Manhattan,40.72057,-73.99343,Apartment,Entire home/apt,3,2.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",495,3,100,3,2 days ago,1,25,55,76,264,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,moderate,1,1,0,0,1.0,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29181,35882372,"Welcome to the best area of Williamsburg, NY",,20536889,41876.0,within an hour,0.8,0.0,0.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.71131,-73.96562,Apartment,Entire home/apt,6,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",500,1,0,4,today,1,29,59,83,358,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29185,35884220,Luxury apartment in Manhattan midtown!,,128175450,42855.0,within a day,0.6,0.0,1.0,1.0,"New York, NY, United States",Manhattan,40.77122,-73.99356,Apartment,Entire home/apt,3,1.0,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""Hot water""}",350,1,0,2,3 weeks ago,1,29,59,89,179,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29198,35902528,Trendy4BR 2Baths Family Home| 10 min to Midtown,There are two subway lines near the apartment that are 2 stops away from midtown Manhattan. There is also a bus station that will take you into midtown if you are not comfortable taking the subway.,141716782,42937.0,within an hour,1.0,0.0,0.0,0.0,"Queens, NY, United States",Queens,40.7528299999999,-73.92504,Apartment,Private room,10,2.0,4,5,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",375,8,25,2,never,1,30,53,81,356,0,0,,,,,,,,0,flexible,1,0,1,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29199,35903155,Modern Chic 2Br 2Ba | Lux Elevator Building,All subways listed are under a 10 minute walk - - Delancey St-Essex St - F/M [Orange] and J/Z [Brown] - F [Orange] at 2nd Ave - L [Gray] at 1st Ave Public parking around the neighborhood Also paid parking garages nearby. Citi Bike docks a block away,268856904,43631.0,within an hour,1.0,0.0,0.0,0.0,"New York, NY, United States",Manhattan,40.72123,-73.97884,Apartment,Entire home/apt,5,2.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway""}",450,4,5,3,today,1,26,56,86,361,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1
29212,35908075,Large 6 bedroom 15 minutes to Manhattan,,141742656,42937.0,within an hour,1.0,1.0,0.0,0.0,"Queens, NY, United States",Queens,40.76614,-73.91371,Apartment,Entire home/apt,12,2.0,6,8,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",500,1,0,2,3 weeks ago,1,0,0,0,157,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29213,35909458,Stylish duplex in Midtown East /UN w/ terrace,,269845683,43635.0,within an hour,1.0,0.0,1.0,0.0,"New York, NY, United States",Midtown,40.75304,-73.96658,Apartment,Entire home/apt,4,2.0,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Hot water""}",399,4,65,3,today,1,5,32,58,148,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29217,35912059,Luxury 2BR loft near Empire State Building,,270054787,43636.0,within a few hours,1.0,0.0,1.0,0.0,"New York, NY, United States",Midtown,40.74904,-73.98312,Condominium,Entire home/apt,4,1.5,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water""}",499,4,65,3,3 weeks ago,1,11,28,55,144,0,0,,,,,,,,1,moderate,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
29235,35929061,★ Retreat to a Stylish 4BR in NYC ★,20 minutes from LaGuardia airport. Few blocks to 96 and 103 Street subway (6 line). Few blocks to 96 and 103 Street subway (6 line). Parking: Neighborhood garage & street parking.,268834081,43631.0,within an hour,1.0,0.0,0.0,0.0,"New York, NY, United States",East Harlem,40.7866099999999,-73.94273,Apartment,Entire home/apt,8,2.0,4,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}",450,5,5,3,today,1,29,56,86,358,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
29240,35933956,2BR Getaway in Modern Luxury Building,"Delancey St-Essex St: F/M [Orange] J/Z [Brown]  2nd Ave station - The F [Orange] The L [Gray] All subways listed are under a 10 minute walk from the apartment and provide access to all of NYC! There is public parking all around the streets, as well as paid parking garages within a few blocks.",268630107,43630.0,within an hour,1.0,0.0,0.0,0.0,"New York, NY, United States",Manhattan,40.7206,-73.97913,Apartment,Entire home/apt,5,1.0,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Host greets you""}",375,4,5,3,today,1,27,52,82,357,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1
29251,35936654,True 1-Bedroom in Waterfront Luxury Building,Bedford Ave L-train NYC Ferry Citi Bike,9618786,41571.0,,,0.0,1.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.72003,-73.96242,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""Laptop friendly workspace""}",350,2,20,4,a week ago,1,3,9,9,9,0,0,,,,,,,,1,moderate,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
29253,35937183,Cozy 2Bd apartment in Little Italy New York,Apartment is 5 minutes away of the Canal St station giving you access to (6/J/N/Q/R/W/Z lines) to explore all the areas of NY.,270306505,43637.0,within an hour,0.83,0.0,0.0,0.0,"New York, NY, United States",Little Italy,40.71717,-73.99817,Condominium,Entire home/apt,6,1.0,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",350,2,15,4,today,1,19,45,60,334,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29281,35946646,Stunning Private Room in Heart of NYC with Jacuzzi,,270096906,43636.0,within an hour,1.0,0.0,0.0,0.0,"New York, NY, United States",Kips Bay,40.7431599999999,-73.98038,Apartment,Private room,3,1.0,1,2,Real Bed,"{Wifi,""Air conditioning"",Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron}",400,1,0,2,2 weeks ago,1,30,60,90,365,0,0,,,,,,,,1,flexible,1,0,1,0,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
29285,35947579,Urban Oasis w/3br in the Middle of Manhattan,"The apartment is on 2nd Ave and 51st St. two blocks from the entrance to the subway for the E, M, and 6 train which can get you uptown, downtown, west, and to Queens, Brooklyn and The Bronx. Grand Central is a 10 minute walk away if you need to leave the city and taxis can get you anywhere else you don't want to walk or take a citibike.",128898379,42859.0,within an hour,0.94,0.0,0.0,1.0,"New York, NY, United States",Midtown,40.75736,-73.96665,Apartment,Entire home/apt,7,1.0,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock""}",425,1,0,5,today,1,17,40,40,40,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
29286,35947912,Comfortable 3 bedroom in Heart of Manhattan,"The apartment is on 2nd Ave and 51st St. two blocks from the entrance to the subway for the E, M, and 6 train which can get you uptown, downtown, west, and to Queens, Brooklyn and The Bronx. Grand Central is a 10 minute walk away if you need to leave the city and taxis can get you anywhere else you don't want to walk or take a citibike.",135718152,42904.0,within a few hours,1.0,0.0,0.0,1.0,"New York, NY, United States",Manhattan,40.75827,-73.9709199999999,Apartment,Entire home/apt,7,1.0,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",425,6,0,3,today,1,10,24,24,24,0,0,,,,,,,,1,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29290,35954294,"5 Star Modern Hotel, With Beautiful Midtown Views!",,166195455,43106.0,within a few hours,0.86,0.0,9.0,0.0,"New York, NY, United States",Midtown East,40.74864,-73.971,Guest suite,Entire home/apt,4,1.0,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",""Pets allowed"",Gym,Breakfast,Elevator,""Hot tub"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water""}",346,1,0,1,2 weeks ago,1,29,59,89,364,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1
29305,35968862,Noho Modern 2 +2 Living,Parking available on the street or in garage underneath the building. Every major subway within blocks. Citibike right on the corner!,19433714,41855.0,within an hour,1.0,0.0,3.0,1.0,"New York, NY, United States",Manhattan,40.72782,-73.99759,Apartment,Entire home/apt,1,2.0,2,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Paid parking on premises""}",420,1,0,4,2 weeks ago,1,22,22,22,22,0,0,,,,,,,,0,flexible,3,2,1,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1
29334,35985851,PERFECT CHIC DOWNTOWN APARTMENT,"You will be right by the Q,R,J,M,ZB,D,M,F,4,5,6 and a few blocks away from the A,C,E,1,2,3 Train. This is basically the hub of downtown New York and you are always very close to your destinations.",11306615,41653.0,within an hour,1.0,0.0,1.0,1.0,"New York, NY, United States",Chinatown,40.71767,-73.9997,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}",350,1,0,2,5 days ago,1,12,12,12,12,0,0,,,,,,,,1,strict_14_with_grace_period,2,1,1,0,,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29368,36002044,Comfortable luxury apartment with Manhattan views,"Walking distance to J, M, Z and L trains allowing you to be in the heart of Manhattan within 15mins",24266846,41971.0,,,0.0,0.0,1.0,"Brooklyn, NY, United States",Brooklyn,40.71329,-73.9653,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",345,1,0,6,2 weeks ago,1,0,8,22,22,0,0,,,,,,,,0,strict_14_with_grace_period,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29370,36002707,"Unique 4bed/2Bath Place Close to Subway, Food&MORE","It's easy to get around, just 4 min away there's a subway station to take you anywhere in NYC. City bike station within a few blocks away and just walking around in this beautiful and family friendly neighbourhood.",258091747,43580.0,within a few hours,0.91,0.0,0.0,0.0,"New York, NY, United States",Manhattan,40.79577,-73.97377,Apartment,Entire home/apt,8,2.0,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",399,5,29,4,4 days ago,1,17,38,68,248,0,0,,,,,,,,1,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
29388,36024736,Trendy and Modern Apartment in New York City,"Our home is widely considered a hub close to any and all transportation hubs. subway, bus and taxi at less then 1 block away",221213143,43390.0,within an hour,0.94,1.0,18.0,0.0,"New York, NY, United States",Kips Bay,40.74164,-73.982,Apartment,Entire home/apt,5,1.0,2,3,Real Bed,"{Wifi,""Air conditioning"",""Smoking allowed"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water""}",350,1,35,1,today,1,20,38,64,337,0,0,,,,,,,,1,flexible,9,9,0,0,,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1
29446,36061459,"Spectacular 2 Bedroom, 2 1/2 Bath",The Graham Ave. L is less than 2 blocks from the apartment. It's the 3rd stop from Manhattan. You can be in the city in under 15 minutes.,6960348,41442.0,within an hour,1.0,1.0,0.0,0.0,"Brooklyn, NY, United States",Brooklyn,40.71537,-73.94601,Condominium,Entire home/apt,4,2.5,2,2,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",385,1,0,2,yesterday,1,24,50,80,80,0,0,,,,,,,,0,flexible,1,1,0,0,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
29492,36080023,The Game Room,"My home is centrally located to major highways, trains and several buses. Harlem and Time Square are minutes away.",188453457,43228.0,within an hour,0.88,0.0,1.0,0.0,"The Bronx, NY, United States",Claremont,40.84218,-73.90969,Apartment,Entire home/apt,10,1.5,3,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Outlet covers"",""Stair gates"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",390,5,50,2,2 days ago,1,16,43,73,348,0,0,,,,,,,,0,flexible,2,1,1,0,,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1
29505,36097970,Astonishing Nomad Apt in the Center Of Manhattan,,270292053,43637.0,within an hour,0.94,0.0,1.0,0.0,"New York, NY, United States",Chelsea,40.7469,-73.99038,Apartment,Entire home/apt,4,1.0,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",350,1,0,3,4 days ago,1,10,40,70,345,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,1,1,0,0,3.0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1
